Date,AAPL,BAX,CPB,ESS,FANG,HPE,LEG,MXIM,PNC,ZTS
20141114,29.001,39.7907,45.8,200.65,70.53,,42.52,30.21,90.32,44.22
20141117,28.9011,39.3239,44.98,204.33,65.04,,41.51,29.41,88.94,46.12
20141118,29.9964,41.1772,46.34,209.55,65.6,,41.67,30.32,91.1,44.48
20141119,29.6422,40.8113,46.44,205.63,68.04,,41.68,29.5,89.91,45.5
20141120,29.8383,39.804,46.41,201.57,70.27,,41.42,30.19,89.48,44.92
20141121,30.4767,39.616,46.31,208.63,71.96,,41.55,29.89,87.48,44.02
20141124,30.7389,40.089,45.16,203.2,70.09,,42.48,29.601,91.57,44.65
20141125,30,41.257,46.2,200.98,69.89,,42.75,29.29,90.87,44.51
20141126,30.07,40.6722,45.63,211.14,66.08,,42.35,31.02,89.56,46.64
20141127,,,44.87,204.58,66.9,,43.32,30.05,88.33,46.79
20141128,30.8812,39.7468,45.38,207.25,58,,42.35,30.68,87.53,45.12
20141201,29.9392,40.437,46.01,202.51,56.97,,42.54,30.36,90.08,45.68
20141202,29.6399,41.2428,46.41,211.39,60.3,,43.11,30.47,90.7,45.87
20141203,29.4315,41.4115,44.49,206.26,61.39,,43,31.08,92.49,46.5
20141204,29.6679,40.019,44.53,203.46,61.18,,42.82,31.7,89.67,44
20141205,29.44,40.546,44.9,211.54,60.97,,42.45,31.69,94.46,44.25
20141208,28.6,41.7768,44.22,209.11,57.3,,42.9,31.52,93.01,46.2
20141209,28.95,40.2278,45.19,209.04,59.12,,43.4,32.54,94.7,45.57
20141210,28.2313,39.631,44.32,211.48,55.73,,42.17,31.954,91.67,43.46
20141211,28.061,39.8761,44.6,212.97,55.69,,43.6,31.17,89.64,43.82
20141212,28.7109,39.681,43.97,206.15,53.93,,41.85,31.414,91.22,42.35
20141215,27.6258,39.7096,43.49,210.69,55.599,,42.68,31.87,91.03,43.52
20141216,26.7853,39.8488,44.14,205.71,57.44,,42.02,31.91,88.45,42.28
20141217,27.9367,39.9377,44.61,206.31,61.728,,42.04,31.02,90.81,43.1
20141218,28.9433,41.1868,46.14,217.76,61.992,,42.9,31.3,96.03,44.08
20141219,29.251,41.7908,46,212.67,65.28,,42.83,31.66,96,44.66
20141222,28.672,41.6166,45.1,213.6,62.65,,42.41,31.97,92.71,43.82
20141223,29.018,41.0842,46.34,220.4,63.422,,43.57,32.76,97.37,44.46
20141224,28.4112,42.3543,45.34,214.07,62.94,,43.8,32.4,95.75,44.29
20141226,29.4193,41.4987,45.57,220.75,61.99,,43.21,33.126,96.37,44.3
20141229,29.4443,42.3999,45.42,221.1,63.01,,45.02,31.64,97.13,44.89
20141230,28.88,40.3039,45.22,211.34,62.07,,44.05,32.227,92.7,43.44
20141231,27.681,40.6346,46,207.1,59.96,,43.43,32.83,94.66,43.03
20150102,27.7536,40.9754,46,212.71,61.83,,42.97,33.08,94.93,45.33
20150105,27.6815,38.8814,43.47,218.28,57.84,,42.07,31.832,88.56,45.08
20150106,27.587,39.187,45,224.85,57.54,,43.67,31.2,88.84,43.62
20150107,27.0575,39.947,46.99,221.67,59.71,,43.33,32.14,88.88,45.42
20150108,28.7553,40.4813,46.34,226.16,62.493,,44.52,33.55,89.72,44.77
20150109,28.7167,40.4796,46.7,220.98,62.79,,44.1,34.06,88.21,45.36
20150112,28.4046,40.2929,46.86,227.11,61.92,,45.9,33.61,89.28,45.34
20150113,27.793,39.4154,47.62,227.94,63.68,,45.19,33.3,88.26,44
20150114,28.21,39.1761,46.37,228.23,66.6,,46.3,32.75,86,43.77
20150115,26.917,40.5445,47.2,237.69,63.98,,44.41,33.14,84.95,44.85
20150116,27.1337,39.1741,47.01,230.74,67.04,,44.59,32.239,85.87,45.04
20150120,27.3,39.119,49.14,231.76,65.63,,44.41,32.83,88.39,45.64
20150121,27.6581,40.67,49.01,234.38,68.85,,45.45,32.93,87.32,46.16
20150122,29,41.1245,48.93,236.7,68.05,,46.09,33.42,89.9,44.89
20150123,28.587,39.1899,47.3,233.64,67,,45.43,34.69,86.47,46.26
20150126,28.682,39.4967,47.48,234,70.79,,45.95,33.95,87.44,45.45
20150127,28.574,39.032,48.47,238.5,72.182,,45.14,35.15,86.4,44.9
20150128,29.3342,38.2929,46.6,227.6,68.89,,45.43,34.79,85.43,44.65
20150129,30.532,39.1422,46.85,235.86,71.46,,46.35,34,86.31,43.36
20150130,29.72,39.6156,46.2,233.3,69.49,,43.54,33.61,86.18,43.76
20150202,30.5261,38.8549,48,230.01,70.36,,44.23,33.71,86.58,43.66
20150203,31.1342,39.6406,48.9,238.04,70.29,,43.59,35.08,90.86,44.6
20150204,30.18,38.6102,48.41,236.62,68.467,,45.6,35.29,89.31,43.84
20150205,30.66,39.0652,48.64,237.78,71.07,,45.54,35.38,89.83,44.6
20150206,31.0742,40.4927,49.53,224.5,74.06,,45.3,35.023,90.82,45.33
20150209,31.25,38.042,47.58,232.66,72.02,,44.3,35.12,90.49,44.96
20150210,31.836,39.5183,48.18,231,69.6,,44.17,34.88,92,45.92
20150211,31.79,37.9108,48.36,234.9,69.46,,45.01,35.04,92.01,47.35
20150212,32.513,38.4402,49.99,231.68,75.02,,46.52,35.646,92.46,47.22
20150213,32.89,39.1537,48.74,236.93,75.93,,45.6,35.8,96.03,46.55
20150217,31.9868,39.3186,47.5,234.36,77.01,,45.94,35.3,93.36,48.1
20150218,33.1783,38.2556,48.97,228.39,75.9,,45.77,35.2,92.28,46.56
20150219,33.1341,38.348,47.33,234.51,76.59,,44.59,35.25,94.42,47.33
20150220,32.6488,37.133,46.69,230.98,77.13,,45.43,36.2,96.75,47.7
20150223,34.42,37.741,47.39,231.58,76.54,,47.25,35.828,92.58,47.66
20150224,34.1123,38.6633,48.93,227.21,77.45,,46.5,35.538,95.45,46.8
20150225,33.709,38.662,48.9,232.35,77.84,,46.51,36.15,94.84,45.77
20150226,33.4648,38.6495,47.95,231,74.63,,47.28,34.7,92.81,47.34
20150227,32.992,39.4025,47.06,229.78,73.13,,47.18,34.622,92.84,47.09
20150302,32.7876,39.0024,48.29,228.34,73.58,,46.38,36.28,96.23,49.2
20150303,32.64,37.8689,49.15,225,74.12,,48.01,35.24,95.91,47.79
20150304,32.204,38.2896,47.21,227.89,72.26,,45.4,35.71,95.62,46.25
20150305,32.545,38.2822,47.65,233.82,73.65,,45.82,36.59,95.12,48.12
20150306,33.02,38.2383,45.8,220.85,71.19,,45.49,36.05,97.94,47.38
20150309,33.241,38.4305,46.84,228.75,71.94,,45.93,37.42,97.05,48.4
20150310,31.6436,38.5494,47.38,228.4,70.57,,44.96,35.94,95.63,47
20150311,30.63,36.462,44.7,224.25,70.84,,45.91,36.54,95.12,46.92
20150312,31.7061,37.5359,46.99,238.43,70.42,,45.5,36.35,100.84,48.88
20150313,31.7759,36.907,45.7,231.28,73.08,,47.17,35.45,98.73,46.83
20150316,31.6004,38.2927,46.35,244.99,72,,47.29,37.73,96.85,49.04
20150317,31.97,37.662,47.1,233.08,71.42,,46.29,37.752,95.97,48.93
20150318,32.2825,37.5747,46.34,237.92,72.84,,47.8,37.54,98.38,48.74
20150319,32.8595,38.4496,46.6,235.98,72.15,,48.3,37.441,97.96,48.78
20150320,32.926,38.1683,46.79,248.35,75.49,,47.18,37.14,99.28,49.16
20150323,32.1192,37.9701,47.02,248.04,73.31,,46.7,36.75,98.55,48.55
20150324,32.1937,37.2821,46.48,242.51,76.17,,48.01,35.7,96.47,47.87
20150325,31.344,37.819,46.8,238.66,75.64,,45.63,34.4,93.6,48.18
20150326,32.53,37.6236,47.04,233.97,77.87,,45.33,35.1,92.91,47.47
20150327,31.8468,39.0231,47.6,238.25,78.57,,45.56,34.68,92.99,47.49
20150330,32.6921,37.4966,47.38,234.41,77.82,,47.86,35.377,96.81,48.02
20150331,31.4402,38.6553,47.61,239.1,79.07,,47.96,36.44,93.3,47.29
20150401,31.1837,38.1928,48.84,230.47,79.064,,47.09,36.239,92.6,46.76
20150402,32.02,37.2242,46.74,233.2,79.7,,47.4,35.05,96.67,47.8
20150406,32.4567,37.977,46.8,235.74,79.95,,48.01,35.974,93.17,46.73
20150407,31.8525,38.284,48.29,228.14,82.836,,46,35.59,97.38,47.47
20150408,32,39.1577,48.03,239.01,78.94,,48.12,35,95.97,47.52
20150409,33.07,38.2497,48.14,229.37,83.179,,45.9,35.72,95.93,48.21
20150410,31.806,39.6003,46.2,230.55,83.37,,46.04,36.297,94.15,49.26
20150413,33.1848,38.7367,46.97,225.98,81.4,,46.97,36.19,97.82,47.55
20150414,32.146,38.3647,47.93,233.71,80.78,,45.29,35.8,95.32,47.5
20150415,32.874,38.9763,46.77,226.72,82.95,,46.04,36.002,93.2,48
20150416,32.0669,39.8247,47.66,227.04,84.71,,44.5,36,92.68,47.86
20150417,31.5593,38.8008,46.67,227.28,83.13,,43.88,36.3,92.92,48.27
20150420,32.9,39.9893,47.5,231.05,85.37,,44.81,35.61,93.28,49.27
20150421,32.9925,38.8432,47.05,225.6,86.01,,44.53,36.65,91.3,48.31
20150422,32.663,39.9346,47.16,230.13,83.68,,45.47,36,94.85,47.53
20150423,32.8094,40.5135,47.07,236.39,85.13,,45.1,35.36,92.7,47.74
20150424,33.55,40.13,45.91,227.05,81.86,,46.29,33.6,94,50.08
20150427,34.6041,39.0418,47,232.17,83.11,,44.31,33.546,94.46,46.85
20150428,33.42,39.4668,45.65,236,83.92,,46,33.966,95.42,46.99
20150429,32.36,39.6218,45.02,228.79,84.065,,45.3,32.87,94.25,46.95
20150430,32.7686,38.9639,46.84,228.21,83.2,,44.04,33.38,95.63,46.46
20150501,33.2538,39.5335,46.12,230.65,83,,47.1,34.3,96,46.79
20150504,32.887,38.7065,47.39,228.21,84.63,,47.68,33.92,97.6,46.2
20150505,31.49,38.4217,46.37,220.63,80.21,,46.2,33.83,97.63,47.9
20150506,32.4956,38.7274,47.1,228.56,82.26,,45.75,33.53,97.08,47.19
20150507,32.051,37.9858,47.33,233.85,78.23,,47.84,32.32,93.12,46.73
20150508,33.149,38.9153,45.83,232.5,78.15,,47.19,33.91,94.21,46.8
20150511,32.4,39.0224,46.4,225.1,81.44,,48.93,34.286,98.02,47.45
20150512,31.5639,38.6694,46.3,228.06,83.57,,47.38,33.2,96.36,47
20150513,31.6586,37.0752,45.9,223.91,81.85,,46.5,34.06,94.98,47.48
20150514,33.6278,39.423,46.72,226.97,78.9,,48.42,35.137,96.64,47.63
20150515,33.3575,37.84,47.76,232.3,79.63,,47.65,34.87,97.22,46.87
20150518,33.6996,38.6501,49.05,227.7,80.35,,49.53,35.92,95.78,46.79
20150519,33.9674,37.6619,47.24,224.4,78.35,,48.76,34.94,99.27,47.89
20150520,32.603,37.484,48.4,225.23,81.74,,48,34.27,97.99,47.71
20150521,34.2707,37.5966,49.13,228.94,82.53,,48.36,34.55,95.89,49.9
20150522,34.427,37.2902,49.86,223.83,83.28,,49.06,34.672,96.78,49.38
20150526,32.588,37.5904,48.67,230,79.48,,48.91,35.482,95.57,49.35
20150527,33.4572,37.5977,49.46,225,80.64,,49.4,34.48,98.16,49.56
20150528,33.803,37.473,49.42,225.41,77.89,,49.82,35.15,96,51.07
20150529,33.7,37.3984,49.39,227.46,81.2,,47.4,36.75,95.78,51.52
20150601,33.6321,36.6324,50.65,235.78,81.23,,47.64,34.71,95.81,50.08
20150602,32.76,37.682,48.07,228.07,80.98,,49.32,35,95.74,49.73
20150603,34.06,37.0817,47.73,218.65,81.18,,49.2,34.419,98.74,51.41
20150604,33.72,36.5822,47.49,224.16,77.79,,47.84,34.7,96.24,49.6
20150605,32.8587,36.853,48.2,222.45,79.99,,49.46,35.41,100.36,50.23
20150608,33.39,35.4157,46.33,215.57,81.64,,49.5,34.1,97.87,49.9
20150609,32.343,35.6903,46.63,217.98,80.74,,50,34.28,98.52,50.45
20150610,33.13,36.7249,47.14,222.03,84.16,,50.07,34.44,100.98,51.44
20150611,33.3344,37.3294,47.95,222.55,81.91,,51.33,34.625,101.42,51.9
20150612,33.2591,37.2915,48.62,225.04,83.13,,50.18,34.59,101.94,50.8
20150615,32.22,38.6354,48.03,219,81.56,,49.44,35.21,100.1,49.43
20150616,32.9,37.8385,49.78,217.27,81.95,,48.28,35.26,101.89,51.15
20150617,32.841,37.886,48.99,219.4,82.75,,49.89,34.701,102.04,51.76
20150618,32.13,38.5247,49.28,231.64,82.27,,49.24,35.84,98.91,52.4
20150619,31.72,39.335,50.27,222.87,78.34,,51.09,36.29,97.51,51.32
20150622,33.3332,38.2335,49,222.34,81.86,,51.55,35.76,99.71,51.27
20150623,31.9299,38.6481,49.64,217.4,80.35,,50.14,36.7,102,50.67
20150624,32.5518,39.8013,48.99,219.44,81.115,,51.56,37,99.41,50.52
20150625,32.149,40.8175,47.8,216.8,78.07,,50.51,36.029,99.9,56.95
20150626,32.976,40.5201,48.99,220.78,76.73,,50.33,34.78,102.01,49.47
20150629,32.6136,40.1584,47.54,219.13,77.86,,50.92,35.541,96.65,49.1
20150630,32.8674,38.94,49.54,214.6,78.52,,48.97,34.676,97.55,49.85
20150701,32.86,40.22,48.32,220.07,73.31,,50.04,35.4,98.06,49.79
20150702,32.2,38.5,49.41,227.18,76.72,,49.6,34.79,99.88,49.9
20150706,32.2,39.28,47.48,224.58,72.72,,50.99,34.425,96.64,49.9
20150707,32.7218,38.14,48.23,224.59,73.61,,49.87,34.06,95.8,49.96
20150708,31.6409,37.5,48.06,225.45,70.89,,49.42,34.142,94.45,48.53
20150709,30.3023,38.25,47.53,231.69,73.8,,49.3,33.17,95.2,48.77
20150710,31.39,38.68,48.25,231.43,72.07,,51.6,33.21,100,47.32
20150713,31.757,39.5,48.03,227.39,73.93,,53.15,33.38,100.34,48
20150714,31.9695,38.87,50.38,229.96,76.07,,51.4,33.01,101.6,48.59
20150715,31.743,39.3,48.23,233.03,73.85,,53.26,32.64,100.99,47.6
20150716,32.1911,38.19,50.36,226.53,71.23,,53,31.96,103.07,49
20150717,33.413,38.94,49.77,229.74,68.93,,52.87,31.88,102,48.1
20150720,33.208,39.3,48.73,235.87,65.25,,52.44,32.12,99.66,51.39
20150721,33.3164,38.7,47.54,232.37,67.07,,51.61,32.6,103.1,50.45
20150722,32.208,37.95,50.62,224.79,67.03,,51.3,30.76,101.86,50.44
20150723,32.55,39.49,48.6,230.94,68.19,,52.25,32.23,99.51,52.06
20150724,32.024,37.87,50.51,234.35,65.1,,49.66,35.16,100.52,49.83
20150727,30.7234,38.1,49.58,228.61,65.2,,48.96,34.25,99.67,51.73
20150728,32.294,39.79,51,232.61,67.37,,51.25,34.75,99.93,49.69
20150729,30.8599,40.4,49.34,223.03,69.19,,52.12,35.7,101.29,48.6
20150730,31.338,41.55,49.95,234.65,70.51,,52.55,35.01,102.74,49.89
20150731,31.273,41.47,50.55,233.5,70.4,,48.98,35.6,99.41,49.13
20150803,30.1,41.25,50.02,227.63,68.21,,49.53,34.13,98.35,50.45
20150804,28.78,41.55,50.33,230.48,70.43,,49.4,33.79,99.88,50.14
20150805,29.42,43.29,51,234.34,71.32,,48.88,35,101.69,48.83
20150806,29.2769,43.59,51.34,227.09,73.36,,49.21,34.59,101.71,48.82
20150807,29.22,42.74,51.23,234,68.86,,48.58,35.3,97.9,50.39
20150810,31.17,44.11,51.47,230.27,73.04,,48.17,35.36,100.12,50.32
20150811,29.0691,43.49,51.7,236.8,73.1,,48.68,33.99,98.9,48.94
20150812,30.08,42.57,50.8,239.73,74.91,,49.17,35.23,98.26,48.58
20150813,29.2324,42.12,50.72,231.83,73.64,,49.5,34.63,98,48.22
20150814,29.29,41.9,53.2,236.74,76.8,,50.9,33.84,100.03,47.89
20150817,29.88,42.2,50.87,237,75.76,,50.06,35.4,102.03,49.41
20150818,29.251,40.76,51.85,236.41,77,,49.77,34.37,102,47.87
20150819,29.2517,40.94,52.55,233.33,72.04,,51.77,34.51,102.28,50.22
20150820,29.5316,41.23,51.68,229.39,71.55,,50.34,33,95.8,47.88
20150821,26.87,40.17,50.41,231.53,68.81,,48.56,32.22,93.4,46.46
20150824,26.3,38.94,48.9,221.59,63.35,,46.57,31.09,89.66,44.68
20150825,26.156,37.77,47.85,210.5,61.66,,45.34,30.71,90.11,43.11
20150826,28.0423,39.42,47.97,224.98,63.65,,44.4,32.8,92.02,44.27
20150827,29.55,40.51,49.32,231.25,67.7,,45.51,33.53,94.4,46.91
20150828,29.0269,38.82,47.9,221.15,69.62,,45.39,34.6,91.75,45.82
20150831,28.59,40.33,49.14,218.8,70.42,,44.51,33.78,94.8,45.95
20150901,27.27,38.27,48.32,218.23,67.55,,44.02,33.79,87.33,44.71
20150902,29.211,37.8,49.84,214.97,68.34,,46.05,33.77,92.85,46.54
20150903,28.0778,38.59,48.86,216.35,68.57,,44.24,33.85,93.81,46.32
20150904,27.9473,37.29,49.14,208.9,67,,43.89,33.69,91.97,45.9
20150908,29.2261,36.9,51.49,218.87,69.59,,44.19,35.08,92.81,46.8
20150909,28.664,36.94,50.35,218.02,66.34,,44.44,34.28,93.18,44.96
20150910,28.8115,36.63,51.01,217.93,68.01,,45.96,35.3,91.15,45.88
20150911,28.644,37.13,50.1,221.41,66.58,,44.54,35.44,92.29,46
20150914,29.2173,36.25,49.64,222.43,66.5,,44.7,35.52,94.73,45.42
20150915,29.47,38.06,51.1,216.73,69.5,,44.81,35.42,96.51,45.8
20150916,30.0142,37.49,53.53,218.96,71.08,,44.37,35.9,93.1,46.08
20150917,28.8,36.39,52.53,226.47,70.08,,44.78,34.87,90.56,47.17
20150918,29.7169,37.8,52.17,229.57,72,,44.69,34.01,89.72,46.84
20150921,29.3859,36.11,51.81,228.27,69.75,,44.19,33.18,90.29,46.2
20150922,28.73,36.02,51.55,222.07,72.05,,42.76,33.15,91.06,44.32
20150923,28.93,35.99,53.44,222.83,66.69,,43.18,33.77,88.86,46.13
20150924,29.24,36.49,51.22,226.48,66.84,,42.67,32.65,91.7,44.17
20150925,29.5803,34.5,53.4,227.44,67.46,,43,33.15,90.95,42.84
20150928,28.33,32.67,52.3,225.53,63.96,,40.82,34,88.04,40.6
20150929,28.25,33.04,50.71,224.54,65,,42.07,33.65,88.7,40.56
20150930,27.585,33.17,52.09,226.38,67.6,,42.96,33.8,93.5,42.66
20151001,28.458,32.98,51.19,233.67,66.63,,43.08,34.09,91.09,41.69
20151002,28.41,34.69,50.9,238.52,69.4,,43.11,34.94,89.89,43.91
20151005,28.034,33.9,53.53,235.49,72.26,,43.22,35.26,91.29,43.38
20151006,28.4332,33.09,53.3,228.97,73.05,,43.82,34.74,92.38,41.98
20151007,28.25,34.12,50.87,239.61,76.06,,45.35,36.35,90.93,44.04
20151008,27.819,33.77,52.74,240.47,79.85,,44.63,36.2,92.35,43.86
20151009,28.22,33.8,51.59,239.15,77.03,,44.17,35.17,93.01,44.6
20151012,28,34.93,51.09,231.03,80.15,,44.4,36.39,91.93,44.22
20151013,29.327,33.3,51,232.86,76.68,,44.25,35.54,92.97,42.96
20151014,27.9996,33.7,49.54,235.12,79.61,,44.3,39.9,88.6,43.22
20151015,28.046,34.1,50.7,234.5,77.33,,45.44,39.36,91.09,44
20151016,27.97,34.77,51.62,245,80.4,,45.4,40.64,90.55,44.21
20151019,29.0552,35.45,50.2,249.16,74.28,,43.87,41.45,88.73,45.39
20151020,29.6805,35.57,50.43,243.81,75.53,,45.01,41.34,90.21,45.04
20151021,29.74,36.6,52.06,242.14,71.94,,45.22,40.25,89.06,42.04
20151022,30.097,35.9,52.62,241.7,73.08,,45.45,39.34,92.41,42.8
20151023,31.01,36.7,53.98,240.62,74.18,,44.41,38.72,91.82,43.68
20151026,28.96,37.46,52.47,233.1,75.01,,46.07,38.7,94.1,42.36
20151027,29.0188,38.21,53.18,228.2,75.13,,44.78,39.18,89.79,43.3
20151028,30.3145,38.11,50.96,229.69,76.9,,47,43.66,96.68,44.34
20151029,30.882,37.66,51.8,233.34,77.4,,46.79,42.74,95.72,44.4
20151030,30.685,38.36,51.55,224.02,73.9,,45.08,42.26,92.4,44.34
20151102,31.145,38.53,50.9,232.02,76.43,11.1758,47.17,42.74,94.4,45.21
20151103,30.7785,38.26,51.4,234.24,78.87,11.1046,47.65,42.62,96.3,48.31
20151104,32,38.28,52.6,227.73,76.09,10.3459,47.32,42.19,95.86,46.94
20151105,31.21,38.29,51.3,226.49,79.48,10.1883,47.08,42.23,97.27,46.26
20151106,31.644,39.01,50.03,224,80.58,10.8661,46.94,41.67,99.8,46.87
20151109,31.5887,39.34,49.24,223.57,80.04,10.8945,46.96,41.07,94.99,46.7
20151110,29.3839,39.63,49.9,218.3,79.9,11.3287,46.3,40.5,99,46.53
20151111,29.1243,39.27,50.25,224.02,82.11,10.8677,46.53,39.85,98.48,45.28
20151112,29.44,38.46,49.2,223.63,81.69,10.3382,45.4,39.33,94.89,45.89
20151113,28.827,37.74,50.07,224.55,80.08,10.3188,44.2,40.74,95.79,46.87
20151116,29.541,38.26,49.13,226.4,83.61,10.0534,46.47,39.55,95.64,46.3
20151117,28.7551,39.64,48.23,227.55,80.34,9.9115,46.06,39.57,95.69,46.87
20151118,29.7134,39.83,51.47,228.86,84.29,10.4659,45.18,39.96,98.08,49.5
20151119,30.026,38.75,50.24,231.84,80.05,10.4422,46.04,40.56,98.9,48
20151120,30.74,40.11,50.28,231.45,78.52,10.9253,47.78,41.55,98.92,48.9
20151123,30.4093,38.5,49.79,240.3,82.61,10.6751,47.61,38.64,99,47.09
20151124,30.99,39.13,52.9,230.33,81.91,10.5532,48.38,39.03,99.68,48.62
20151125,30.0049,38.78,55.14,232,81.3,10.7844,48.33,40.16,97.91,48.03
20151127,30.5558,38.08,55.6,242.56,78.85,11.2817,47.32,39.88,98.58,48.6
20151130,30.17,37.75,52.77,232.54,78.41,11.2435,48.3,38.87,95.64,47.1
20151201,30.111,37.97,53.13,246.48,82,11.9855,48.33,39.77,99.36,47.09
20151202,29.19,38.04,53.5,237.59,79.06,11.6345,46.51,39.53,96,47.8
20151203,28.9,38.71,54.57,230,77.23,11.0261,46.75,37.63,95.2,47.3
20151204,30.4199,37.77,54.51,243.19,79.87,11.7765,47.32,39.5,99.24,47.7
20151207,29.8,38.42,53.5,243.74,75.72,12.0145,47.67,38.47,97.31,46.41
20151208,30.0954,38.6,53.68,235.84,77.44,11.5468,46.06,38,95.55,46.57
20151209,29.544,37.62,55.7,237.63,78.52,11.2025,45.22,37.36,97.02,45.33
20151210,29.5972,37.58,55.22,235.95,80.67,11.4063,45.37,39.71,97.55,46.7
20151211,28.517,38.23,54.48,240.46,78.17,11.0842,43.9,38.36,94.86,46.33
20151214,29.51,38.22,55.17,240.88,79.1,11.1651,44.46,38.46,97.09,47.83
20151215,28.6331,38.32,53.54,237,79.88,11.0357,44.92,38.89,96.97,48.53
20151216,28.322,38.83,53.8,240.94,75.22,11.2591,44.9,39.47,99,48.47
20151217,28.352,38.07,55,248.78,70.4,10.8407,44.41,39.06,98.24,47.97
20151218,26.6187,37.25,54.51,245.42,67.17,10.6226,42.4,38.94,97.75,48.7
20151221,27.6938,37.3,53.01,245.2,62.9,10.873,44.24,39.38,95.55,47.54
20151222,27.4316,38.87,55.11,236.71,65.06,10.622,43.22,38.665,98.4,47.96
20151223,27.6705,38.81,55.69,247.63,68.96,11.6686,43.45,38.89,97.1,49.54
20151224,28.001,39.91,53.59,244.02,67.95,11.4837,44.82,39.13,98.2,49.58
20151228,27.503,38.43,53.84,243.38,68.25,11.5869,43.87,38.61,100.42,50
20151229,27.789,39.31,55.01,254.56,67.36,11.6,43.28,39.15,97.49,50.32
20151230,27.04,38.74,53.35,248.63,68.8,11.7439,44.47,39.62,100.7,50.01
20151231,26.651,39.74,52.97,243.76,67.3,11.4672,43.2,39,97.95,49.96
20160104,26.5637,38.16,53.67,247.24,68.56,11.7808,42.98,36.94,96.3,48.15
20160105,26.9361,37.61,52.33,243.34,67.42,11.3648,43.51,37.53,96.48,49.61
20160106,25.182,38.62,53.28,243.96,64.6,11.6445,40.75,36.27,94,49.17
20160107,24.9038,37.66,51.75,238.3,60.9,10.5072,40.95,35.89,89.92,46.66
20160108,24.42,36.4,52.05,235.66,63.68,10.4928,41.74,33.28,90.57,45.96
20160111,25.7105,37.02,52.2,247.23,60,10.0512,40.96,34.67,90.61,44.96
20160112,25.25,35.56,54.01,241.19,61.23,10.0218,40.28,34.04,90,46.19
20160113,25.0775,36.41,53.68,238.24,60.8,9.5636,38.9,32.81,90,44.98
20160114,25.83,35.67,55.94,236.38,64.18,10.0917,40.59,33.52,90.47,45.67
20160115,24.7476,36.1,53.63,241.22,64.92,9.7045,40.63,33.24,88.07,43.97
20160119,25.343,36.41,55.85,238.09,62.38,9.6286,40,31.48,85.72,45.04
20160120,25.3977,35.38,55.4,230.18,62.3,9.3992,39.04,31.79,87.4,44.72
20160121,24.712,35.3,56.34,231,66.6,9.74,40.36,31.1,84.64,44.32
20160122,25.952,36.21,54.71,234.75,69.28,10.1792,40.67,33.3,88.81,45.1
20160125,25.4,36.19,54.64,227.64,63.7,10.4215,40.1,32.18,86.77,44.9
20160126,25.0521,36.78,57.18,234.98,68.17,10.2378,40.68,33.2,87.84,43.92
20160127,23.584,37.5,57,230.23,68.68,10.18,40.19,33.02,87.59,45.12
20160128,24.2845,35.9,57.47,217.61,75.79,10.001,39.7,32.34,88.16,43.73
20160129,25.488,38.1,56.69,223.03,77.29,10.3843,42.71,33.6,88.4,45.13
20160201,25.1336,38.48,58.65,223.6,75.3,10.5987,43.02,33.5,86.21,43.49
20160202,24.58,38.9,57.17,218.23,74.48,10.1632,41.83,32.7,85,42.95
20160203,24.5173,39.49,58.35,217.92,77.94,10.2049,41.92,32.72,86.46,42.88
20160204,24.96,40.05,56.66,214.73,74,10.5685,42.8,33.02,88.46,43.29
20160205,23.602,38.04,58.09,206.4,67.41,10.1381,42.37,31.56,86.85,42.14
20160208,24.3636,37,58.03,198.99,72.07,9.38,41.59,31.28,85.74,42.08
20160209,24.8568,37.08,59.92,193.57,67.74,9.5834,42.29,31.89,85.9,40.33
20160210,24.1471,38.09,58.4,204.55,70.07,9.9819,42.47,32.3,81.72,40.91
20160211,23.609,36.68,58.27,196.99,68.9,9.541,41.37,34,81.37,40.24
20160212,23.6687,37.62,59.64,202.14,70.2,9.6094,43.98,34.05,83.27,41.52
20160216,24.34,38.54,59.68,201.07,69,9.3074,44.01,34.39,86.46,41.07
20160217,25.37,39.48,63.4,209.33,73.3,10.1397,44.64,34.95,87.06,42.5
20160218,25.111,38.72,62.86,208.53,71.41,10.1891,44.85,34,83.67,42.32
20160219,24.71,38.39,62.46,213.61,74.03,10.4456,45.5,34.34,83.35,42.67
20160222,24.63,38.52,61.35,219.09,76.7,10.7663,46.28,34.63,85.89,44.77
20160223,24.0712,38.55,62.5,209.61,70.85,10.1137,44.76,33.59,86.88,44.29
20160224,24.78,39.09,61.42,211.27,72.56,10.5408,45.12,34.03,83.6,42.78
20160225,24.4,40.07,65.03,216,73.91,10.4882,45.7,35.69,84.52,43.9
20160226,25.3277,39.77,63.53,218.09,73.3,10.1986,45.42,34.2,86.12,44.46
20160229,24.992,40.51,64.33,210.54,72.26,10.084,45.15,34.32,83.17,41.28
20160301,25.9444,41.18,62.93,226.95,73.7,10.331,46.14,34.27,87.73,43.7
20160302,25.402,40.96,61.75,219,74,10.5709,48.3,35.99,86.53,42.81
20160303,26.403,40.02,64.44,223.28,76.06,10.4561,47.79,34.78,87.26,42.97
20160304,26.3978,40.91,64.09,222.98,78.31,11.599,49.23,35.03,89,42.2
20160307,26.5575,39.88,63.8,232.2,77.92,12.3363,48.7,34.82,91.02,42.8
20160308,25.2598,41.31,65.41,228.78,74.82,11.5673,47.6,33.3,85.49,40.97
